FID,ROADNAME,NUM_LANES,SUR_TYPE,Label_Cate
4360,RUSSELL ST,2,Paved,City Street
4361,PONY TRAIL,2,Paved,County Road
4362,ELINORE AVE,2,Paved,City Street
4363,SURREY ST,2,Paved,City Street
4364,ELINORE AVE,2,Paved,City Street
4365,ELINORE AVE,2,Paved,City Street
4366,BEVERLEY WAY,2,Paved,City Street
4367,ROSE AVE,2,Paved,City Street
4368,ROSE AVE,2,Paved,City Street
4369,ROSE AVE,2,Paved,City Street
4370,CHERRY AVE,2,Paved,City Street
4371,WALNUT ST,2,Paved,City Street
4372,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
4373,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4374,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4375,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4376,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4377,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4378,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4379,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4380,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4381,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
4382,TOWNSEND ROAD,2,Paved,County Road
4383,BIG SPRINGS ROAD,2,Paved,County Road
4384,JUNIPER LANE,2,Paved,County Road
4385,BIG SPRINGS ROAD,2,Paved,County Road
4386,BIG SPRINGS ROAD,2,Paved,County Road
4387,MAYTEN ROAD,2,Paved,County Road
4388,BIG SPRINGS ROAD,2,Paved,County Road
4389,BIG SPRINGS ROAD,2,Paved,County Road
4390,MAYTEN ROAD,2,Paved,County Road
4391,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
4392,WEST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
4393,LONG PRAIRIE ROAD,2,Unpaved,County Road
4394,SECOND AVENUE,2,Paved,County Road
4395,SECOND AVENUE,2,Paved,County Road
4396,INDIAN CREEK ROAD,2,Paved,County Road
4397,HWY 96,2,Paved,State Highway
4398,HWY 96,2,Paved,State Highway
4399,OLD HIGHWAY,2,Paved,County Road
4400,CHINA GRADE ROAD,2,Paved,County Road
4401,INDIAN CREEK ROAD,2,Paved,County Road
4402,INDIAN CREEK ROAD,2,Paved,County Road
4403,INDIAN MEADOWS DRIVE,2,Paved,County Road
4404,HWY 96,2,Paved,State Highway
4405,HWY 96,2,Paved,State Highway
4406,ELK CREEK ROAD,2,Paved,County Road
4407,CHINA GRADE ROAD,2,Paved,County Road
4408,INDIAN CREEK ROAD,2,Unpaved,County Road
4409,YREKA WALKER ROAD,2,Unpaved,County Road
4410,LONG GULCH ROAD,2,Paved,County Road
4411,LONG GULCH ROAD,2,Paved,County Road
4412,HAWKINSVILLE ROAD,2,Paved,County Road
4413,HAWKINSVILLE ROAD,2,Paved,County Road
4414,HAWKINSVILLE ROAD,0, ,City Street
4415,ELLER LANE,2,Paved,County Road
4416,ELLER LANE,2,Paved,County Road
4417,SCOTT VALLEY ROAD,2,Paved,County Road
4418,HUROADS GULCH RD,2,Unpaved,County Road
4419,EAST MOFFETT CREEK ROAD,2,Unpaved,County Road
4420,SOAP CREEK ROAD,2,Unpaved,County Road
4421,SUGAR CREEK ROAD,2,Unpaved,County Road
4422,SUGAR CREEK ROAD,2,Unpaved,County Road
4423,SALMON RIVER ROAD,2,Paved,County Road
4424,SALMON RIVER ROAD,2,Paved,County Road
4425,SALMON RIVER ROAD,2,Paved,County Road
4426,EDDYS GULCH ROAD,2,Unpaved,County Road
4427,HWY 97,2,Paved,State Highway
4428,HWY 97,2,Paved,State Highway
4429,4TH ST,2,Paved,City Street
4430,S RAILROAD AV,2,Unpaved,City Street
4431,SCHOOLHOUSE ROAD,2,Unpaved,County Road
4432,BITTER WAY,2,Paved,County Road
4433,BITTER WAY,2,Paved,County Road
4434,MAPLE AVENUE,2,Paved,County Road
4435,MAPLE AVENUE,2,Paved,County Road
4436,BITTER WAY,2,Paved,County Road
4437,MAPLE AVENUE,2,Paved,County Road
4438,HWY 97,3,Paved,State Highway
4439,HWY 97,3,Paved,State Highway
4440,BROOKSIDE AVENUE,2,Paved,County Road
4441,HWY 97,3,Paved,State Highway
4442,HWY 97,3,Paved,State Highway
4443,ANGEL VALLEY ROAD,2,Paved,County Road
4444,MILL ST,2,Paved,City Street
4445,MILL ST,2,Paved,City Street
4446,ROME ST,2,Paved,City Street
4447,LAKE ST,2,Paved,City Street
4448,PARK ST,2,Paved,City Street
4449,MICHELLE DRIVE,2,Paved,County Road
4450,CASTLE LAKE ROAD,2,Paved,County Road
4451,CASTLE LAKE ROAD,2,Paved,County Road
4452,GOODCELL AVE,2,Paved,City Street
4453,I-5R,2,Paved,Interstate Ramp
4454,LEMOS ROAD,2,Paved,County Road
4455,LEMOS ROAD,2,Paved,County Road
4456,I-5R,2,Paved,Interstate Ramp
4457,LEMOS ROAD,2,Paved,County Road
4458,LEMOS ROAD,2,Paved,County Road
4459,I-5R,2,Paved,Interstate Ramp
4460,HORNBROOK ROAD,2,Paved,County Road
4461,HORNBROOK ROAD,2,Paved,County Road
4462,I-5R,2,Paved,Interstate Ramp
4463,I-5R,2,Paved,Interstate Ramp
4464,I-5R,2,Paved,Interstate Ramp
4465,COPCO ROAD,2,Paved,County Road
4466,COPCO ROAD,2,Paved,County Road
4467,I-5R,2,Paved,Interstate Ramp
4468,I-5R,2,Paved,Interstate Ramp
4469,KLEAVER DR,2,Paved,City Street
4470,HERZOG BLVD,2,Paved,City Street
4471,FOOTHILL DR,2,Paved,City Street
4472,FOOTHILL DR,2,Paved,City Street
4473,KLEAVER DR,2,Paved,City Street
4474,MOONLIT OAKS AV,2,Paved,City Street
4475,MOONLIT OAKS AV,2,Paved,City Street
4476,I-5R,2,Paved,Interstate Ramp
4477,I-5R,2,Paved,Interstate Ramp
4478,MOONLIT OAKS AV,2,Paved,City Street
4479,MOONLIT OAKS AV,2,Paved,City Street
4480,I-5R,2,Paved,Interstate Ramp
4481,EASY STREET,2,Paved,County Road
4482,EASY STREET,2,Paved,County Road
4483,SCHULMEYER ROAD,2,Paved,County Road
4484,ACCESS ROAD,2,Paved,County Road
4485,ACCESS ROAD,2,Paved,County Road
4486,I-5R,2,Paved,Interstate Ramp
4487,99-97 CUTOFF,2,Paved,County Road
4488,I-5R,2,Paved,Interstate Ramp
4489,99-97 CUTOFF,2,Paved,County Road
4490,99-97 CUTOFF,2,Paved,County Road
4491,I-5R,2,Paved,Interstate Ramp
4492,OLD 99 HIGHWAY,2,Paved,County Road
4493,OLD 99 HIGHWAY,2,Paved,County Road
4494,TIMMONS ROAD,2,Paved,County Road
4495,EAST LOUIE ROAD,2,Paved,County Road
4496,EAST LOUIE ROAD,2,Paved,County Road
4497,CHAPARRAL DR,2,Paved,City Street
4498,ISGRIGG AVE,2,Paved,City Street
